timestamp,machine_id,line_id,machine_state,units_produced,units_rejected,temperature_c,vibration_mm_s,power_kw,operator_shift
2026-03-08T06:26:00,M-02,A,RUN,21,1,57.4,1.1,22.6,A
2026-03-08T06:27:00,M-02,A,RUN,10,1,56.9,1.07,19.2,A
2026-03-08T06:28:00,M-02,A,RUN,8,0,56.9,1.39,17.2,A
2026-03-08T06:29:00,M-02,A,RUN,10,0,57.7,1.06,19.9,A
2026-03-08T06:30:00,M-02,A,RUN,14,0,57.0,1.13,20.6,A
2026-03-08T06:31:00,M-02,A,RUN,11,0,57.3,1.09,18.7,A
2026-03-08T06:32:00,M-02,A,RUN,11,1,57.5,1.26,20.4,A
2026-03-08T06:33:00,M-02,A,RUN,15,0,58.1,1.1,21.4,A
2026-03-08T06:34:00,M-02,A,RUN,11,0,58.9,0.96,19.3,A
2026-03-08T06:35:00,M-02,A,RUN,15,0,59.3,0.96,20.5,A
2026-03-08T06:36:00,M-02,A,RUN,16,0,59.3,1.28,23.0,A
2026-03-08T06:37:00,M-02,A,RUN,14,0,59.8,0.74,20.9,A
2026-03-08T06:38:00,M-02,A,RUN,18,1,60.5,1.21,21.8,A
2026-03-08T06:39:00,M-02,A,RUN,11,1,60.7,1.16,20.6,A
2026-03-08T06:40:00,M-02,A,RUN,10,0,60.2,0.91,20.6,A
2026-03-08T06:41:00,M-02,A,RUN,8,0,59.1,0.77,19.2,A
2026-03-08T06:42:00,M-02,A,RUN,19,0,59.6,1.03,22.5,A
2026-03-08T06:43:00,M-02,A,RUN,14,1,59.0,1.14,19.8,A
2026-03-08T06:44:00,M-02,A,RUN,14,1,58.6,1.12,22.1,A
2026-03-08T06:45:00,M-02,A,RUN,10,0,58.8,0.91,19.8,A
2026-03-08T06:46:00,M-02,A,RUN,13,0,58.8,1.13,21.5,A
2026-03-08T06:47:00,M-02,A,RUN,14,0,59.4,1.12,21.0,A
2026-03-08T06:48:00,M-02,A,RUN,9,0,,1.08,19.3,A
2026-03-08T06:49:00,M-02,A,RUN,11,0,59.3,0.98,19.3,A
2026-03-08T06:50:00,M-02,A,RUN,12,0,58.4,0.94,20.5,A
2026-03-08T06:51:00,M-02,A,RUN,13,0,59.0,1.18,20.0,A
2026-03-08T06:52:00,M-02,A,RUN,12,0,59.3,0.85,20.3,A
2026-03-08T06:53:00,M-02,A,RUN,15,0,60.1,0.98,21.0,A
2026-03-08T06:54:00,M-02,A,RUN,9,0,60.2,1.06,19.6,A
2026-03-08T06:55:00,M-02,A,RUN,10,0,60.1,1.03,18.4,A
2026-03-08T06:56:00,M-02,A,RUN,13,0,60.3,1.12,19.6,A
2026-03-08T06:57:00,M-02,A,RUN,6,0,60.5,0.94,18.6,A
2026-03-08T06:58:00,M-02,A,RUN,9,0,61.6,1.44,19.4,A
2026-03-08T06:59:00,M-02,A,RUN,13,0,61.7,0.99,21.2,A
2026-03-08T07:00:00,M-02,A,RUN,14,0,61.1,1.06,21.3,A
2026-03-08T07:01:00,M-02,A,RUN,15,0,61.5,1.2,21.6,A
2026-03-08T07:02:00,M-02,A,RUN,17,2,61.8,1.4,21.7,A
2026-03-08T07:03:00,M-02,A,RUN,9,0,62.1,1.32,19.0,A
2026-03-08T07:04:00,M-02,A,RUN,11,0,62.3,1.17,19.8,A
2026-03-08T07:05:00,M-02,A,RUN,15,0,61.9,1.29,21.9,A
2026-03-08T07:06:00,M-02,A,RUN,14,0,61.8,1.16,22.7,A
2026-03-08T07:07:00,M-02,A,RUN,8,0,61.9,1.0,17.6,A
2026-03-08T07:08:00,M-02,A,RUN,11,0,62.0,1.07,19.7,A
2026-03-08T07:09:00,M-02,A,RUN,11,0,61.7,0.9,19.0,A
2026-03-08T07:10:00,M-02,A,RUN,12,0,62.0,1.0,20.0,A
2026-03-08T07:11:00,M-02,A,RUN,16,0,61.9,1.19,21.1,A
2026-03-08T07:12:00,M-02,A,RUN,13,0,62.0,1.1,20.3,A
2026-03-08T07:13:00,M-02,A,RUN,16,0,62.3,1.12,20.7,A
2026-03-08T07:14:00,M-02,A,RUN,11,0,62.2,1.19,20.7,A
2026-03-08T07:15:00,M-02,A,RUN,3,0,61.7,1.25,17.3,A
2026-03-08T07:16:00,M-02,A,RUN,10,0,61.9,0.89,19.5,A
2026-03-08T07:17:00,M-02,A,RUN,13,0,61.7,1.0,19.2,A
2026-03-08T07:18:00,M-02,A,RUN,11,1,,1.26,19.2,A
2026-03-08T07:19:00,M-02,A,RUN,15,0,62.0,1.09,21.6,A
2026-03-08T07:20:00,M-02,A,RUN,12,0,60.8,1.13,20.6,A
2026-03-08T07:21:00,M-02,A,RUN,13,0,61.0,1.36,20.2,A
2026-03-08T07:22:00,M-02,A,RUN,14,1,62.1,1.31,20.2,A
2026-03-08T07:23:00,M-02,A,RUN,15,0,62.9,1.16,21.8,A
2026-03-08T07:24:00,M-02,A,RUN,13,0,61.7,1.11,19.2,A
2026-03-08T07:25:00,M-02,A,RUN,17,1,62.4,1.48,22.0,A
2026-03-08T07:26:00,M-02,A,RUN,14,1,62.9,1.27,21.2,A
2026-03-08T07:27:00,M-02,A,RUN,10,0,63.3,1.27,19.1,A
2026-03-08T07:28:00,M-02,A,RUN,12,1,62.5,1.34,20.9,A
2026-03-08T07:29:00,M-02,A,RUN,12,0,63.6,1.25,20.6,A
2026-03-08T07:30:00,M-02,A,RUN,13,0,64.7,1.08,20.7,A
2026-03-08T07:31:00,M-02,A,RUN,12,1,63.8,0.95,19.6,A
2026-03-08T07:32:00,M-02,A,RUN,6,0,64.1,0.96,18.7,A
2026-03-08T07:33:00,M-02,A,RUN,14,0,64.6,1.37,21.7,A
2026-03-08T07:34:00,M-02,A,RUN,12,0,64.3,1.27,20.6,A
2026-03-08T07:35:00,M-02,A,RUN,9,0,65.0,1.14,20.2,A
2026-03-08T07:36:00,M-02,A,RUN,15,0,65.0,1.14,20.1,A
2026-03-08T07:37:00,M-02,A,RUN,15,0,64.5,1.4,21.0,A
2026-03-08T07:38:00,M-02,A,RUN,7,0,64.3,1.29,19.2,A
2026-03-08T07:39:00,M-02,A,RUN,13,0,65.0,0.96,20.7,A
2026-03-08T07:40:00,M-02,A,DOWN,0,0,62.7,0.25,0.5,A
2026-03-08T07:41:00,M-02,A,DOWN,0,0,60.5,0.21,0.4,A
2026-03-08T07:42:00,M-02,A,DOWN,0,0,58.9,0.21,0.4,A
2026-03-08T07:43:00,M-02,A,DOWN,0,0,57.0,0.22,0.4,A
2026-03-08T07:44:00,M-02,A,DOWN,0,0,55.7,0.26,0.4,A
2026-03-08T07:45:00,M-02,A,DOWN,0,0,53.3,0.26,0.3,A
2026-03-08T07:46:00,M-02,A,DOWN,0,0,52.3,0.31,0.4,A
2026-03-08T07:47:00,M-02,A,DOWN,0,0,49.7,0.27,0.3,A
2026-03-08T07:48:00,M-02,A,DOWN,0,0,49.0,0.28,0.4,A
2026-03-08T07:49:00,M-02,A,DOWN,0,0,48.4,0.31,0.4,A
2026-03-08T07:50:00,M-02,A,DOWN,0,0,46.7,0.2,0.6,A
2026-03-08T07:51:00,M-02,A,DOWN,0,0,44.7,0.2,0.4,A
2026-03-08T07:52:00,M-02,A,DOWN,0,0,43.3,0.2,0.6,A
2026-03-08T07:53:00,M-02,A,DOWN,0,0,41.9,0.28,0.5,A
2026-03-08T07:54:00,M-02,A,DOWN,0,0,40.6,0.35,0.4,A
2026-03-08T07:55:00,M-02,A,DOWN,0,0,39.1,0.2,0.3,A
2026-03-08T07:56:00,M-02,A,DOWN,0,0,37.7,0.23,0.4,A
2026-03-08T07:57:00,M-02,A,DOWN,0,0,36.2,0.3,0.4,A
2026-03-08T07:58:00,M-02,A,DOWN,0,0,34.4,0.26,0.4,A
2026-03-08T07:59:00,M-02,A,DOWN,0,0,33.8,0.21,0.4,A
2026-03-08T08:00:00,M-02,A,DOWN,0,0,32.9,0.25,0.4,A
2026-03-08T08:01:00,M-02,A,DOWN,0,0,31.8,0.23,0.5,A
2026-03-08T08:02:00,M-02,A,DOWN,0,0,30.9,0.26,0.5,A
2026-03-08T08:03:00,M-02,A,DOWN,0,0,30.5,0.3,0.5,A
2026-03-08T08:04:00,M-02,A,DOWN,0,0,30.2,0.25,0.3,A
2026-03-08T08:05:00,M-02,A,DOWN,0,0,29.2,0.28,0.2,A
2026-03-08T08:06:00,M-02,A,DOWN,0,0,29.0,0.23,0.4,A
2026-03-08T08:07:00,M-02,A,DOWN,0,0,27.8,0.22,0.4,A
2026-03-08T08:08:00,M-02,A,DOWN,0,0,27.6,0.24,0.5,A
2026-03-08T08:09:00,M-02,A,DOWN,0,0,27.5,0.2,0.3,A
2026-03-08T08:10:00,M-02,A,DOWN,0,0,27.0,0.21,0.3,A
2026-03-08T08:11:00,M-02,A,DOWN,0,0,27.1,0.26,0.5,A
2026-03-08T08:12:00,M-02,A,DOWN,0,0,25.9,0.23,0.4,A
2026-03-08T08:13:00,M-02,A,RUN,6,0,28.4,1.35,17.9,A
2026-03-08T08:14:00,M-02,A,RUN,8,0,30.0,1.16,20.0,A
2026-03-08T08:15:00,M-02,A,RUN,11,0,31.8,1.47,19.6,A
2026-03-08T08:16:00,M-02,A,RUN,9,1,33.5,1.32,19.2,A
2026-03-08T08:17:00,M-02,A,RUN,12,1,36.0,1.23,21.4,A
2026-03-08T08:18:00,M-02,A,RUN,12,0,36.7,1.26,20.1,A
2026-03-08T08:19:00,M-02,A,RUN,11,0,38.4,1.29,20.4,A
2026-03-08T08:20:00,M-02,A,RUN,14,0,39.1,1.27,19.3,A
2026-03-08T08:21:00,M-02,A,RUN,11,0,39.2,1.43,20.3,A
2026-03-08T08:22:00,M-02,A,RUN,11,0,41.5,1.39,20.9,A
2026-03-08T08:23:00,M-02,A,RUN,10,0,42.4,1.26,19.2,A
2026-03-08T08:24:00,M-02,A,RUN,14,0,43.9,1.39,22.1,A
2026-03-08T08:25:00,M-02,A,RUN,17,0,44.0,1.45,21.8,A
2026-03-08T08:26:00,M-02,A,RUN,13,0,46.2,1.86,20.5,A
2026-03-08T08:27:00,M-02,A,RUN,6,1,47.9,1.3,16.5,A
2026-03-08T08:28:00,M-02,A,RUN,14,1,46.8,1.14,22.1,A
2026-03-08T08:29:00,M-02,A,RUN,13,0,46.9,1.65,20.5,A
2026-03-08T08:30:00,M-02,A,RUN,17,0,48.1,1.5,22.2,A
2026-03-08T08:31:00,M-02,A,RUN,15,2,48.4,1.28,22.1,A
2026-03-08T08:32:00,M-02,A,RUN,13,0,49.6,1.7,20.8,A
2026-03-08T08:33:00,M-02,A,RUN,20,1,50.7,1.61,22.8,A
2026-03-08T08:34:00,M-02,A,RUN,8,0,52.6,1.18,17.6,A
2026-03-08T08:35:00,M-02,A,RUN,10,1,53.9,1.33,20.8,A
2026-03-08T08:36:00,M-02,A,RUN,12,1,,1.69,19.4,A
2026-03-08T08:37:00,M-02,A,RUN,11,0,55.5,1.33,19.0,A
2026-03-08T08:38:00,M-02,A,RUN,11,1,56.6,1.45,20.0,A
2026-03-08T08:39:00,M-02,A,RUN,16,0,57.0,1.58,22.9,A
2026-03-08T08:40:00,M-02,A,RUN,17,1,57.1,1.62,22.8,A
2026-03-08T08:41:00,M-02,A,RUN,13,0,57.9,1.64,21.6,A
2026-03-08T08:42:00,M-02,A,RUN,11,0,58.4,1.44,20.4,A
2026-03-08T08:43:00,M-02,A,RUN,13,1,58.6,1.32,19.5,A
2026-03-08T08:44:00,M-02,A,RUN,8,0,59.6,1.34,19.0,A
2026-03-08T08:45:00,M-02,A,RUN,16,1,59.8,1.33,22.0,A
2026-03-08T08:46:00,M-02,A,RUN,9,1,60.1,1.47,20.1,A
2026-03-08T08:47:00,M-02,A,RUN,9,0,59.4,1.36,20.0,A
2026-03-08T08:48:00,M-02,A,RUN,12,1,60.7,1.34,19.8,A
2026-03-08T08:49:00,M-02,A,RUN,23,0,61.1,1.61,25.3,A
2026-03-08T08:50:00,M-2,A,RUN,11,1,60.6,1.61,20.9,A
2026-03-08T08:51:00,M-02,A,RUN,16,0,59.7,1.41,22.1,A
2026-03-08T08:52:00,M-02,A,RUN,15,0,59.9,1.55,21.8,A
2026-03-08T08:53:00,M-02,A,RUN,19,1,59.5,1.52,23.7,A
2026-03-08T08:54:00,M-02,A,RUN,13,0,59.6,1.63,19.7,A
2026-03-08T08:55:00,M-02,A,RUN,10,0,59.9,1.44,19.6,A
2026-03-08T08:56:00,M-02,A,RUN,3,0,59.8,1.39,17.9,A
2026-03-08T08:57:00,M-02,A,RUN,12,2,60.6,1.5,20.9,A
2026-03-08T08:58:00,M-02,A,RUN,10,0,60.4,1.63,20.1,A
2026-03-08T08:59:00,M-02,A,RUN,20,0,61.1,1.51,23.1,A
2026-03-08T09:00:00,M-02,A,RUN,12,0,60.9,1.64,19.9,A
2026-03-08T09:01:00,M-02,A,RUN,13,0,61.5,1.03,20.5,A
2026-03-08T09:02:00,M-02,A,RUN,10,0,61.0,1.48,18.6,A
2026-03-08T09:03:00,M-2,A,RUN,11,0,61.3,1.61,19.7,A
2026-03-08T09:04:00,M-02,A,RUN,12,1,62.0,1.39,18.8,A
2026-03-08T09:05:00,M-02,A,RUN,14,1,62.5,1.62,20.1,A
2026-03-08T09:06:00,M-02,A,RUN,10,0,61.6,1.66,19.3,A
2026-03-08T09:07:00,M-02,A,RUN,12,0,61.4,1.49,20.0,A
2026-03-08T09:08:00,M-02,A,RUN,11,0,61.1,1.29,19.4,A
2026-03-08T09:09:00,M-02,A,RUN,16,1,60.4,1.48,20.0,A
2026-03-08T09:10:00,M-02,A,RUN,15,0,59.5,1.56,21.8,A
2026-03-08T09:11:00,M-02,A,RUN,16,0,59.8,1.44,20.4,A
2026-03-08T09:12:00,M-02,A,RUN,13,1,59.9,1.58,20.2,A
2026-03-08T09:13:00,M-02,A,RUN,7,0,59.6,1.62,19.4,A
2026-03-08T09:14:00,M-02,A,RUN,7,0,59.7,1.52,18.5,A
2026-03-08T09:15:00,M-02,A,RUN,11,1,58.6,1.61,21.0,A
2026-03-08T09:16:00,M-02,A,RUN,14,0,58.7,1.51,21.0,A
2026-03-08T09:17:00,M-02,A,RUN,6,0,57.7,1.5,16.5,A
2026-03-08T09:18:00,M-02,A,RUN,12,1,58.7,1.4,19.8,A
2026-03-08T09:19:00,M-02,A,RUN,14,0,59.1,1.41,20.7,A
2026-03-08T09:20:00,M-02,A,RUN,12,0,58.9,1.54,18.5,A
2026-03-08T09:21:00,M-02,A,RUN,14,0,59.7,1.25,21.6,A
2026-03-08T09:22:00,M-02,A,RUN,17,0,60.0,1.77,22.5,A
2026-03-08T09:23:00,M-02,A,RUN,13,0,59.2,1.56,20.7,A
2026-03-08T09:24:00,M-02,A,RUN,15,0,60.0,1.53,20.9,A
2026-03-08T09:25:00,M-02,A,RUN,20,1,60.9,1.6,23.8,A
2026-03-08T09:26:00,M-02,A,RUN,13,1,61.0,1.56,19.9,A
2026-03-08T09:27:00,M-02,A,RUN,12,1,60.8,1.82,20.0,A
2026-03-08T09:28:00,M-02,A,RUN,7,1,60.8,1.51,19.1,A
2026-03-08T09:29:00,M-02,A,RUN,15,0,60.3,1.36,21.0,A
2026-03-08T09:30:00,M-02,A,RUN,10,0,61.2,1.67,20.0,A
2026-03-08T09:31:00,M-02,A,RUN,10,0,61.3,1.79,21.1,A
2026-03-08T09:32:00,M-02,A,RUN,10,0,61.1,1.77,18.8,A
2026-03-08T09:33:00,M-02,A,RUN,13,0,61.1,1.41,21.2,A
2026-03-08T09:34:00,M-02,A,RUN,11,0,61.4,1.91,20.1,A
2026-03-08T09:35:00,M-02,A,RUN,10,0,61.1,1.86,21.1,A
2026-03-08T09:36:00,M-02,A,RUN,17,0,61.2,1.72,21.8,A
2026-03-08T09:37:00,M-02,A,RUN,10,1,61.4,1.63,22.0,A
2026-03-08T09:38:00,M-02,A,RUN,18,0,61.8,1.58,23.0,A
2026-03-08T09:39:00,M-02,A,RUN,7,0,62.3,1.61,18.3,A
2026-03-08T09:40:00,M-02,A,RUN,16,0,62.6,1.38,21.3,A
2026-03-08T09:41:00,M-02,A,RUN,16,0,62.8,1.56,22.4,A
2026-03-08T09:42:00,M-02,A,RUN,10,1,62.1,1.73,20.6,A
2026-03-08T09:43:00,M-02,A,RUN,15,0,61.8,1.33,22.2,A
2026-03-08T09:44:00,M-02,A,RUN,14,0,61.5,1.31,21.9,A
2026-03-08T09:45:00,M-02,A,RUN,10,0,61.5,1.27,19.8,A
2026-03-08T09:46:00,M-02,A,RUN,5,0,61.5,1.75,17.5,A
2026-03-08T09:47:00,M-02,A,RUN,9,0,61.6,1.54,19.0,A
2026-03-08T09:48:00,M-02,A,RUN,8,0,61.6,1.61,18.5,A
2026-03-08T09:49:00,M-02,A,RUN,11,0,62.4,1.41,19.6,A
2026-03-08T09:50:00,M-02,A,RUN,10,0,63.0,1.58,19.6,A
2026-03-08T09:51:00,M-02,A,RUN,15,1,63.4,1.72,21.4,A
2026-03-08T09:52:00,M-02,A,RUN,16,0,63.7,1.69,21.8,A
2026-03-08T09:53:00,M-02,A,RUN,10,0,64.5,1.68,18.4,A
2026-03-08T09:54:00,M-02,A,RUN,16,0,64.1,1.83,19.9,A
2026-03-08T09:55:00,M-02,A,RUN,18,0,63.5,1.63,21.3,A
2026-03-08T09:56:00,M-02,A,RUN,16,1,63.0,1.53,21.8,A
2026-03-08T09:57:00,M-02,A,RUN,10,1,64.0,1.57,21.1,A
2026-03-08T09:58:00,M-02,A,RUN,14,0,63.6,1.77,21.2,A
2026-03-08T09:59:00,M-02,A,RUN,16,1,63.8,1.48,21.8,A
2026-03-08T10:00:00,M-02,A,RUN,18,1,63.7,1.35,23.3,A
2026-03-08T10:01:00,M-02,A,RUN,13,0,63.6,1.38,20.1,A
2026-03-08T10:02:00,M-02,A,RUN,12,0,63.7,1.59,20.7,A
2026-03-08T10:03:00,M-02,A,RUN,9,0,63.0,1.98,19.4,A
2026-03-08T10:04:00,M-02,A,RUN,12,0,63.0,1.69,20.7,A
2026-03-08T10:05:00,M-02,A,RUN,13,0,63.4,1.51,20.8,A
2026-03-08T10:06:00,M-02,A,RUN,15,0,62.9,1.77,21.7,A
2026-03-08T10:07:00,M-02,A,RUN,10,0,61.9,1.64,18.2,A
2026-03-08T10:08:00,M-02,A,RUN,5,1,61.5,1.86,19.6,A
2026-03-08T10:09:00,M-02,A,RUN,10,0,62.6,2.08,20.3,A
2026-03-08T10:10:00,M-02,A,RUN,14,0,62.3,1.75,21.1,A
2026-03-08T10:11:00,M-02,A,RUN,13,1,61.8,1.83,20.5,A
2026-03-08T10:12:00, M-02,A,RUN,15,0,61.8,1.7,22.4,A
2026-03-08T10:13:00,M-02,A,RUN,16,0,61.8,1.65,22.2,A
2026-03-08T10:14:00,M-02,A,RUN,7,0,61.7,1.82,19.4,A
2026-03-08T10:15:00,M-02,A,RUN,11,1,61.1,1.69,19.6,A
2026-03-08T10:16:00,M-02,A,RUN,11,0,60.6,1.44,20.1,A
2026-03-08T10:17:00,M-02,A,RUN,10,2,61.7,2.03,19.8,A
2026-03-08T10:18:00,M-02,A,RUN,12,0,60.2,1.7,20.0,A
2026-03-08T10:19:00,M-02,A,RUN,17,2,60.6,1.5,21.8,A
2026-03-08T10:20:00,M-02,A,RUN,7,0,61.0,1.72,18.8,A
2026-03-08T10:21:00,M-02,A,RUN,16,1,60.7,1.87,19.0,A
2026-03-08T10:22:00,M-02,A,RUN,8,0,61.4,1.68,19.0,A
2026-03-08T10:23:00,M-02,A,RUN,12,1,61.2,1.86,21.6,A
2026-03-08T10:24:00,M-02,A,RUN,9,0,61.7,1.89,19.3,A
2026-03-08T10:25:00,M-02,A,RUN,16,1,61.8,1.93,21.7,A
2026-03-08T10:26:00,M-02,A,RUN,10,0,61.6,1.91,20.0,A
2026-03-08T10:27:00,M-02,A,RUN,12,0,62.4,1.85,19.8,A
2026-03-08T10:28:00,M-02,A,RUN,11,0,62.8,1.96,20.8,A
2026-03-08T10:29:00,M-02,A,RUN,11,1,62.7,1.87,20.2,A
2026-03-08T10:30:00,M-02,A,RUN,19,3,62.8,1.78,21.3,A
2026-03-08T10:31:00,M-02,A,RUN,12,0,62.7,1.65,18.7,A
2026-03-08T10:32:00,M-02,A,RUN,11,0,63.5,2.14,18.9,A
2026-03-08T10:33:00,M-02,A,RUN,14,3,62.9,1.6,20.8,A
2026-03-08T10:34:00,M-02,A,RUN,11,0,63.5,1.83,20.3,A
2026-03-08T10:35:00,M-02,A,RUN,13,0,63.5,1.75,21.3,A
2026-03-08T10:36:00,M-02,A,RUN,15,1,62.9,1.65,21.5,A
2026-03-08T10:37:00,M-02,A,RUN,11,0,63.2,1.78,19.9,A
2026-03-08T10:38:00,M-02,A,RUN,9,0,63.1,1.73,18.7,A
2026-03-08T10:39:00,M-02,A,RUN,18,0,63.9,1.73,22.4,A
2026-03-08T10:40:00,M-02,A,RUN,15,0,63.0,2.11,22.3,A
2026-03-08T10:41:00,M-02,A,RUN,11,0,63.3,1.73,19.5,A
2026-03-08T10:42:00,M-02,A,RUN,15,0,62.1,1.63,20.4,A
2026-03-08T10:43:00,M-02,A,RUN,12,0,61.9,1.83,19.6,A
2026-03-08T10:44:00,M-02,A,RUN,9,1,61.3,2.03,19.2,A
2026-03-08T10:45:00,M-2,A,RUN,6,0,61.0,1.84,17.7,A
2026-03-08T10:46:00,M-02,A,RUN,7,0,60.9,1.75,18.6,A
2026-03-08T10:47:00,M-02,A,RUN,15,0,61.2,1.83,21.8,A
2026-03-08T10:48:00,M-02,A,RUN,18,0,61.0,1.77,21.1,A
2026-03-08T10:49:00,M-02,A,RUN,9,0,62.1,1.88,20.6,A
2026-03-08T10:50:00,M-02,A,RUN,14,0,61.9,1.88,20.0,A
2026-03-08T10:51:00,M-02,A,RUN,14,0,62.1,1.73,20.1,A
2026-03-08T10:52:00,M-02,A,RUN,13,0,61.9,1.89,20.1,A
2026-03-08T10:53:00,M-02,A,RUN,16,0,61.8,1.74,21.3,A
2026-03-08T10:54:00,M-02,A,RUN,9,0,62.1,1.91,19.6,A
2026-03-08T10:55:00,M-02,A,RUN,16,0,61.4,1.52,21.1,A
2026-03-08T10:56:00,M-02,A,RUN,17,1,60.9,1.92,22.3,A
2026-03-08T10:57:00,M-02,A,RUN,14,0,61.4,2.21,21.6,A
2026-03-08T10:58:00,M-02,A,RUN,12,0,61.0,1.94,19.6,A
2026-03-08T10:59:00,M-02,A,RUN,8,0,60.7,1.78,20.1,A
2026-03-08T11:00:00,M-02,A,RUN,10,1,60.6,1.7,19.3,A
2026-03-08T11:01:00,M-02,A,RUN,6,0,60.2,1.92,17.4,A
2026-03-08T11:02:00,M-02,A,RUN,9,0,60.6,2.21,18.7,A
2026-03-08T11:03:00,M-02,A,RUN,19,1,61.5,1.64,22.0,A
2026-03-08T11:04:00,M-02,A,RUN,9,0,60.9,1.73,19.8,A
2026-03-08T11:05:00,M-02,A,RUN,15,0,61.0,1.75,20.4,A
2026-03-08T11:06:00,M-02,A,RUN,13,1,60.4,1.91,19.5,A
2026-03-08T11:07:00,M-02,A,RUN,11,0,61.1,1.93,19.4,A
2026-03-08T11:08:00,M-02,A,RUN,14,1,60.8,1.9,21.2,A
2026-03-08T11:09:00,M-02,A,RUN,11,0,61.6,1.68,19.3,A
2026-03-08T11:10:00,M-02,A,RUN,19,0,61.8,1.65,21.2,A
2026-03-08T11:11:00,M-02,A,RUN,20,1,61.0,1.74,24.4,A
2026-03-08T11:12:00,M-02,A,RUN,9,0,60.7,2.04,18.2,A
2026-03-08T11:13:00,M-02,A,RUN,14,0,60.9,1.89,20.4,A
2026-03-08T11:14:00,M-02,A,RUN,9,0,60.5,1.72,20.8,A
2026-03-08T11:15:00,M-02,A,RUN,17,1,60.2,1.66,21.6,A
2026-03-08T11:16:00,M-02,A,RUN,9,0,60.7,1.84,20.0,A
2026-03-08T11:17:00,M-02,A,RUN,8,0,60.2,1.67,18.8,A
2026-03-08T11:18:00,M-02,A,RUN,17,0,60.0,2.09,22.2,A
2026-03-08T11:19:00,M-02,A,RUN,12,0,60.4,1.56,20.3,A
2026-03-08T11:20:00,M-02,A,RUN,12,2,60.2,2.24,19.6,A
2026-03-08T11:21:00,M-02,A,RUN,16,0,60.7,1.87,21.0,A
2026-03-08T11:22:00,M-02,A,RUN,11,0,61.2,2.12,20.5,A
2026-03-08T11:23:00,M-02,A,RUN,9,0,61.1,1.93,19.4,A
2026-03-08T11:24:00,M-02,A,RUN,16,1,61.1,1.99,22.8,A
2026-03-08T11:25:00,M-02,A,RUN,10,2,61.7,1.89,20.5,A
2026-03-08T11:26:00,M-02,A,RUN,18,0,61.5,2.02,23.2,A
2026-03-08T11:27:00,M-02,A,RUN,13,1,61.6,1.97,21.7,A
2026-03-08T11:28:00,M-02,A,RUN,9,0,62.3,2.02,19.8,A
2026-03-08T11:29:00,M-02,A,RUN,8,0,61.1,1.87,18.7,A
2026-03-08T11:30:00,M-02,A,RUN,9,0,61.2,1.73,20.1,A
2026-03-08T11:31:00,M-02,A,RUN,17,1,61.6,2.11,22.4,A
2026-03-08T11:32:00,M-02,A,RUN,13,1,61.6,2.05,22.0,A
2026-03-08T11:33:00,M-02,A,RUN,13,0,61.8,2.23,21.5,A
2026-03-08T11:34:00,M-02,A,RUN,17,1,61.6,2.22,22.5,A
2026-03-08T11:35:00,M-02,A,RUN,10,0,62.7,1.9,20.1,A
2026-03-08T11:36:00,M-02,A,RUN,9,0,62.6,2.12,18.8,A
2026-03-08T11:37:00,M-02,A,RUN,16,0,63.0,2.07,20.3,A
2026-03-08T11:38:00,M-02,A,RUN,10,0,62.5,1.77,17.7,A
2026-03-08T11:39:00,M-02,A,RUN,5,0,62.5,1.72,18.1,A
2026-03-08T11:40:00,M-02,A,RUN,14,0,61.9,1.94,20.3,A
2026-03-08T11:41:00,M-02,A,RUN,21,1,62.6,1.9,23.0,A
2026-03-08T11:42:00,M-02,A,RUN,22,1,62.9,2.05,24.9,A
2026-03-08T11:43:00,M-02,A,RUN,11,0,63.0,1.79,19.3,A
2026-03-08T11:44:00,M-02,A,RUN,13,0,63.6,2.13,20.9,A
2026-03-08T11:45:00,M-02,A,RUN,11,0,63.1,1.87,18.9,A
2026-03-08T11:46:00,M-02,A,RUN,16,0,62.9,2.03,22.0,A
2026-03-08T11:47:00,M-02,A,RUN,14,1,62.4,1.97,18.4,A
2026-03-08T11:48:00,M-02,A,RUN,19,0,62.1,1.64,22.1,A
2026-03-08T11:49:00,M-02,A,RUN,18,1,62.2,1.97,22.8,A
2026-03-08T11:50:00,M-02,A,RUN,10,1,62.9,1.95,19.8,A
2026-03-08T11:51:00,M-02,A,RUN,9,0,63.6,2.03,19.1,A
2026-03-08T11:52:00,M-02,A,RUN,12,0,63.6,2.0,19.4,A
2026-03-08T11:53:00,M-02,A,RUN,11,0,63.3,1.72,21.0,A
2026-03-08T11:54:00,M-02,A,RUN,4,0,63.4,2.07,17.0,A
2026-03-08T11:55:00,M-02,A,RUN,4,0,62.9,2.22,16.9,A
2026-03-08T11:56:00,M-02,A,RUN,16,1,63.7,2.2,21.7,A
2026-03-08T11:57:00,M-02,A,RUN,5,1,63.4,2.43,17.6,A
2026-03-08T11:58:00,M-02,A,RUN,14,0,62.6,1.89,21.1,A
2026-03-08T11:59:00,M-02,A,RUN,13,0,62.4,1.78,20.6,A
2026-03-08T12:00:00,M-02,A,RUN,9,0,62.9,2.04,18.6,A
2026-03-08T12:01:00,M-02,A,RUN,12,1,63.3,2.19,19.1,A
2026-03-08T12:02:00,M-02,A,RUN,11,0,63.5,1.73,19.7,A
2026-03-08T12:03:00,M-02,A,RUN,8,0,63.3,2.07,18.5,A
2026-03-08T12:04:00,M-02,A,RUN,16,0,63.2,2.08,21.4,A
